id,name
5755,Chef's delight
5833,Chef's delight(4)
5757,Chef's delight(m)
5913,Chef's delight(m4)
1949,Chef's hat
7062,Chilli con carne
7054,Chilli potato
10033,Chinchompa
1755,Chisel
2074,Choc saturday
6794,Choc-ice
2209,Chocchip crunchies
1973,Chocolate bar
2185,Chocolate bomb
1897,Chocolate cake
1975,Chocolate dust
7074,Chopped garlic
1871,Chopped onion
1869,Chopped tomato
7086,Chopped tuna
1873,Chopped ugthanki
962,Christmas cracker
5763,Cider
8518,Cider barrel
5849,Cider(4)
5929,Cider(m4)
6169,Circular hide
9644,Citizen shoes
9640,Citizen top
9642,Citizen trousers
434,Clay
3188,Cleaning cloth
7451,Cleaver
3105,Climbing boots
23413,Climbing boots (g)
8792,Clockwork
12789,Clue box
453,Coal
2026,Cocktail glass
2023,Cocktail guide
2025,Cocktail shaker
5974,Coconut
5935,Coconut milk
339,Cod
1169,Coif
11126,Combat bracelet
11118,Combat bracelet(4)
11972,Combat bracelet(6)
11447,Combat mix(1)
11445,Combat mix(2)
13064,Combat potion set
9745,Combat potion(1)
9743,Combat potion(2)
9741,Combat potion(3)
9739,Combat potion(4)
10121,Common kebbit fur
22829,Common tench
4827,Comp ogre bow
6032,Compost
6476,Compost potion(1)
6474,Compost potion(2)
6472,Compost potion(3)
6470,Compost potion(4)
2140,Cooked chicken
2878,Cooked chompy
7228,Cooked chompy
7521,Cooked crab meat
7568,Cooked jubbly
3144,Cooked karambwan
2142,Cooked meat
2343,Cooked oomlie wrap
3228,Cooked rabbit
3381,Cooked slimy eel
5988,Cooked sweetcorn
1955,Cooking apple
436,Copper ore
7466,Cornflour
564,Cosmic rune
1454,Cosmic talisman
5539,Cosmic tiara
1739,Cowhide
22547,Craw's bow (u)
632,Cream boots
662,Cream hat
652,Cream robe bottoms
642,Cream robe top
20243,Crier bell
20240,Crier coat
12319,Crier hat
837,Crossbow
9438,Crossbow string
8496,Crude chair
2165,Crunchy tray
6693,Crushed nest
21975,Crushed superior dragon bones
23956,Crystal armour seed
8624,Crystal ball
24000,Crystal grail
989,Crystal key
8628,Crystal of power
23953,Crystal tool seed
4207,Crystal weapon seed
4460,Cup of hot water
1978,Cup of tea
4458,Cup of water
10820,Cured yak-hide
2011,Curry
5970,Curry leaf
5499,Curry sapling
5286,Curry tree seed
19915,Cyclops head
6729,Dagannoth bones
6155,Dagannoth hide
24288,Dagon'hai hat
24294,Dagon'hai robe bottom
24291,Dagon'hai robe top
24333,Dagon'hai robes set
19665,Damaged monkey tail
12777,Dareeyak teleport
11235,Dark bow
19970,Dark bow tie
2641,Dark cavalier
11936,Dark crab
11940,Dark fishing bait
12528,Dark infinity colour kit
10115,Dark kebbit fur
19964,Dark trousers
19961,Dark tuxedo cuffs
19958,Dark tuxedo jacket
19967,Dark tuxedo shoes
10127,Dashing kebbit fur
560,Death rune
1456,Death talisman
5547,Death tiara
12540,Deerstalker
11459,Defence mix(1)
11457,Defence mix(2)
137,Defence potion(1)
135,Defence potion(2)
133,Defence potion(3)
2432,Defence potion(4)
23294,Demon feet
1837,Desert boots
10063,Desert camo legs
10061,Desert camo top
10123,Desert devil fur
9735,Desert goat horn
6390,Desert legs
1835,Desert robe
6386,Desert robes
1833,Desert shirt
6384,Desert top
6388,Desert top
22954,Devout boots
21034,Dexterous prayer scroll
12877,Dharok's armour set
4718,Dharok's greataxe
4890,Dharok's greataxe 0
4716,Dharok's helm
4884,Dharok's helm 0
4720,Dharok's platebody
4896,Dharok's platebody 0
4722,Dharok's platelegs
4902,Dharok's platelegs 0
1601,Diamond
1700,Diamond amulet
1681,Diamond amulet (u)
9192,Diamond bolt tips
9340,Diamond bolts
9243,Diamond bolts (e)
11092,Diamond bracelet
21969,Diamond dragon bolts
21946,Diamond dragon bolts (e)
1662,Diamond necklace
1643,Diamond ring
12403,Digsite teleport
21015,Dinh's bulwark
981,Disk of returning
23754,Divine magic potion(1)
23751,Divine magic potion(2)
23748,Divine magic potion(3)
23745,Divine magic potion(4)
23742,Divine ranging potion(1)
23739,Divine ranging potion(2)
23736,Divine ranging potion(3)
23733,Divine ranging potion(4)
23706,Divine super attack potion(1)
23703,Divine super attack potion(2)
23700,Divine super attack potion(3)
23697,Divine super attack potion(4)
23694,Divine super combat potion(1)
23691,Divine super combat potion(2)
23688,Divine super combat potion(3)
23685,Divine super combat potion(4)
23730,Divine super defence potion(1)
23727,Divine super defence potion(2)
23724,Divine super defence potion(3)
23721,Divine super defence potion(4)
23718,Divine super strength potion(1)
23715,Divine super strength potion(2)
23712,Divine super strength potion(3)
23709,Divine super strength potion(4)
21143,Dodgy necklace
1573,Doogle leaves
8880,Dorgeshuun crossbow
19727,Double eye patch
11286,Draconic visage
7158,Dragon 2h sword
21882,Dragon armour set (lg)
21885,Dragon armour set (sk)
11212,Dragon arrow
11227,Dragon arrow(p)
11228,Dragon arrow(p+)
11229,Dragon arrow(p++)
11237,Dragon arrowtips
6739,Dragon axe
1377,Dragon battleaxe
1911,Dragon bitter
8524,Dragon bitter
5809,Dragon bitter(4)
5745,Dragon bitter(m)
5889,Dragon bitter(m4)
21905,Dragon bolts
21924,Dragon bolts (p)
21926,Dragon bolts (p+)
21928,Dragon bolts (p++)
21930,Dragon bolts (unf)
536,Dragon bones
11840,Dragon boots
22231,Dragon boots ornament kit
12373,Dragon cane
3140,Dragon chainbody
12534,Dragon chainbody ornament kit
13652,Dragon claws
21902,Dragon crossbow
21921,Dragon crossbow (u)
1215,Dragon dagger
1231,Dragon dagger(p)
5680,Dragon dagger(p+)
5698,Dragon dagger(p++)
11230,Dragon dart
11232,Dragon dart tip
11231,Dragon dart(p)
11233,Dragon dart(p+)
11234,Dragon dart(p++)
20143,Dragon defender ornament kit
11335,Dragon full helm
12538,Dragon full helm ornament kit
3204,Dragon halberd
21028,Dragon harpoon
22731,Dragon hasta
22734,Dragon hasta(p)
22737,Dragon hasta(p+)
22740,Dragon hasta(p++)
21012,Dragon hunter crossbow
22978,Dragon hunter lance
11256,Dragon impling jar
19484,Dragon javelin
19582,Dragon javelin heads
19486,Dragon javelin(p)
19488,Dragon javelin(p+)
19490,Dragon javelin(p++)
21895,Dragon kiteshield
22239,Dragon kiteshield ornament kit
22804,Dragon knife
22806,Dragon knife(p)
22808,Dragon knife(p+)
22810,Dragon knife(p++)
12536,Dragon legs/skirt ornament kit
21918,Dragon limbs
1305,Dragon longsword
1434,Dragon mace
1149,Dragon med helm
22103,Dragon metal lump
22097,Dragon metal shard
22100,Dragon metal slice
1664,Dragon necklace
11920,Dragon pickaxe
12800,Dragon pickaxe upgrade kit
21892,Dragon platebody
22236,Dragon platebody ornament kit
4087,Dragon platelegs
4585,Dragon plateskirt
241,Dragon scale dust
4587,Dragon scimitar
20002,Dragon scimitar ornament kit
1249,Dragon spear
1263,Dragon spear(p)
5716,Dragon spear(p+)
5730,Dragon spear(p++)
1187,Dragon sq shield
12532,Dragon sq shield ornament kit
21009,Dragon sword
20849,Dragon thrownaxe
13576,Dragon warhammer
22111,Dragonbone necklace
11284,Dragonfire shield
22003,Dragonfire ward
22929,Dragonfruit
22795,Dragonfruit pie
22866,Dragonfruit sapling
22877,Dragonfruit tree seed
1615,Dragonstone
1702,Dragonstone amulet
1683,Dragonstone amulet (u)
23667,Dragonstone armour set
9193,Dragonstone bolt tips
9341,Dragonstone bolts
9244,Dragonstone bolts (e)
24043,Dragonstone boots
11115,Dragonstone bracelet
21971,Dragonstone dragon bolts
21948,Dragonstone dragon bolts (e)
24034,Dragonstone full helm
24046,Dragonstone gauntlets
